,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,median_price,status,x% lower,estimate_profit,estimate_profit%
17,5101402488,20140624T000000,438000.0,3,1.75,1520,6380,1.0,0,0,3,7,790.0,730,1948,0,98115,47.695,-122.304,1520,6235,523000.0,Buy,16.252390057361378,85000.0,19.406392694063925
18,8562750320,20141110T000000,580500.0,3,2.5,2320,3980,2.0,0,0,3,8,2320.0,0,2003,0,98027,47.5391,-122.07,2580,3980,580500.0,Buy,0.0,0.0,0.0
19,2426039314,20141201T000000,280000.0,2,1.5,1190,1265,3.0,0,0,3,7,1190.0,0,2005,0,98133,47.7274,-122.357,1390,1756,358000.0,Buy,21.78770949720671,78000.0,27.857142857142847
20,7589200193,20141110T000000,535000.0,3,1.0,1090,3000,1.5,0,0,4,8,1090.0,0,1929,0,98117,47.6889,-122.375,1570,5080,549950.0,Buy,2.7184289480861934,14950.0,2.794392523364486
21,7955080270,20141203T000000,322500.0,4,2.75,2060,6659,1.0,0,0,3,7,1280.0,780,1981,0,98058,47.4276,-122.157,2020,8720,348000.0,Buy,7.3275862068965525,25500.0,7.906976744186056
22,9435300030,20140528T000000,550000.0,4,1.0,1660,34848,1.0,0,0,1,5,930.0,730,1933,0,98052,47.6621,-122.132,2160,11467,550000.0,Buy,0.0,0.0,0.0
23,7895500070,20150213T000000,240000.0,4,1.0,1220,8075,1.0,0,0,2,7,890.0,330,1969,0,98001,47.3341,-122.282,1290,7800,240000.0,Buy,0.0,0.0,0.0
24,5547700270,20140715T000000,625000.0,4,2.5,2570,5520,2.0,0,0,3,9,2570.0,0,2000,0,98074,47.6145,-122.027,2470,5669,645000.0,Buy,3.100775193798455,20000.0,3.200000000000003
25,1432701230,20140729T000000,309000.0,3,1.0,1280,9656,1.0,0,0,4,6,920.0,360,1959,0,98058,47.4485,-122.175,1340,8808,324000.0,Buy,4.629629629629628,15000.0,4.854368932038833
26,8945200830,20150325T000000,210490.0,3,1.0,990,8528,1.0,0,0,3,6,990.0,0,1966,0,98023,47.3066,-122.371,1228,8840,278100.0,Buy,24.31139877741819,67610.0,32.12029075015441
27,9215400105,20150428T000000,450000.0,3,1.75,1250,5963,1.0,0,0,4,7,1250.0,0,1953,0,98115,47.6796,-122.301,970,5100,570000.0,Buy,21.052631578947366,120000.0,26.66666666666666
28,5245600105,20140916T000000,228000.0,3,1.0,1190,9199,1.0,0,0,3,7,1190.0,0,1955,0,98148,47.4258,-122.322,1190,9364,280000.0,Buy,18.571428571428573,52000.0,22.807017543859654
29,9478500640,20140819T000000,292500.0,4,2.5,2250,4495,2.0,0,0,3,7,2250.0,0,2008,0,98042,47.3663,-122.114,2250,4500,309000.0,Buy,5.339805825242716,16500.0,5.641025641025643
30,2799800710,20150407T000000,301000.0,3,2.5,2420,4750,2.0,0,0,3,8,2420.0,0,2003,0,98042,47.3663,-122.122,2690,4750,309000.0,Buy,2.588996763754048,8000.0,2.657807308970095
31,8079040320,20150223T000000,430000.0,4,3.0,1850,9976,2.0,0,0,3,8,1850.0,0,1991,0,98059,47.5059,-122.149,2270,8542,494995.0,Buy,13.130435660966278,64995.0,15.115116279069763
32,1189001180,20140603T000000,425000.0,3,2.25,1660,6000,1.0,0,0,3,7,1110.0,550,1979,0,98122,47.6113,-122.297,1440,4080,526000.0,Buy,19.201520912547533,101000.0,23.76470588235293
33,3253500160,20141120T000000,317625.0,3,2.75,2770,3809,1.5,0,0,5,7,1770.0,1000,1925,0,98144,47.5747,-122.304,1440,4000,615000.0,Buy_SRP,48.353658536585364,297375.0,93.6245572609209
34,1274500060,20140825T000000,204000.0,3,1.0,1000,12070,1.0,0,0,4,7,1000.0,0,1968,0,98042,47.3621,-122.11,1010,12635,289000.0,Buy_SRP,29.411764705882348,85000.0,41.66666666666667
35,1049000060,20150105T000000,325000.0,3,2.0,1260,5612,1.0,0,0,4,7,1260.0,0,1972,0,98034,47.7362,-122.179,1640,4745,440000.0,Buy,26.136363636363637,115000.0,35.384615384615394
36,4036801170,20141013T000000,380000.0,4,1.75,1760,7300,1.0,0,0,3,7,880.0,880,1956,0,98008,47.6034,-122.125,1680,7500,537450.0,Buy_SRP,29.295748441715507,157450.0,41.434210526315795
37,2391600320,20150420T000000,480000.0,3,1.0,1040,5060,1.0,0,0,3,7,1040.0,0,1941,0,98116,47.5636,-122.394,890,5060,529500.0,Buy,9.348441926345608,49500.0,10.312499999999991
38,9418400240,20141028T000000,355000.0,2,1.0,2020,6720,1.0,0,0,3,7,1010.0,1010,1948,0,98118,47.5474,-122.291,1720,6720,360250.0,Buy,1.4573213046495503,5250.0,1.4788732394366289
39,1523059105,20150128T000000,356000.0,3,1.5,1680,8712,1.0,0,0,3,8,1680.0,0,1964,0,98059,47.4811,-122.149,1850,8797,494995.0,Buy_SRP,28.08008161698603,138995.0,39.0435393258427
40,1133000671,20140602T000000,315000.0,3,1.0,960,6634,1.0,0,0,3,6,960.0,0,1952,0,98125,47.7264,-122.31,1570,7203,416000.0,Buy,24.278846153846157,101000.0,32.06349206349206
41,1332700270,20140519T000000,215000.0,2,2.25,1610,2040,2.0,0,0,4,7,1610.0,0,1979,0,98056,47.518,-122.194,1950,2025,315000.0,Buy_SRP,31.746031746031743,100000.0,46.51162790697674
42,3869900162,20140904T000000,335000.0,2,1.75,1030,1066,2.0,0,0,3,7,765.0,265,2006,0,98136,47.5394,-122.387,1030,1106,447000.0,Buy,25.05592841163311,112000.0,33.43283582089551
43,2791500270,20140522T000000,243500.0,4,2.5,1980,7403,2.0,0,0,3,7,1980.0,0,1988,0,98023,47.2897,-122.372,1980,7510,278100.0,Buy,12.441567781373609,34600.0,14.209445585215597
44,4168000060,20150226T000000,153000.0,3,1.0,1200,10500,1.0,0,0,3,7,1200.0,0,1962,0,98023,47.322,-122.351,1350,10500,278100.0,Buy_SRP,44.983818770226534,125100.0,81.76470588235294
45,6021501535,20140725T000000,430000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290.0,290,1939,0,98117,47.687,-122.386,1570,4500,514950.0,Buy,16.496747257015244,84950.0,19.755813953488378
46,3422049190,20150330T000000,247500.0,3,1.75,1960,15681,1.0,0,0,3,7,1960.0,0,1967,0,98032,47.3576,-122.277,1750,15616,249000.0,Buy,0.6024096385542133,1500.0,0.60606060606061
47,1099611230,20140912T000000,199000.0,4,1.5,1160,6400,1.0,0,0,4,7,1160.0,0,1975,0,98023,47.3036,-122.378,1160,6400,258000.0,Buy,22.86821705426356,59000.0,29.648241206030157
48,1952200240,20140611T000000,850830.0,3,2.5,2070,13241,1.5,0,0,5,9,1270.0,800,1910,0,98102,47.6415,-122.315,2200,4500,995000.0,Buy,14.489447236180908,144170.0,16.944630537240112
49,6197800045,20140924T000000,290000.0,3,1.0,1210,33919,1.0,0,0,3,7,1210.0,0,1954,0,98058,47.4375,-122.184,1640,14910,348000.0,Buy,16.666666666666664,58000.0,19.999999999999996
50,546000875,20140523T000000,460000.0,3,1.0,1670,4005,1.5,0,0,4,7,1170.0,500,1939,0,98117,47.6878,-122.38,1240,4005,549950.0,Buy,16.356032366578777,89950.0,19.55434782608696
51,3530510041,20140723T000000,188500.0,2,1.75,1240,2493,1.0,0,0,4,8,1240.0,0,1985,0,98198,47.3813,-122.322,1270,4966,265000.0,Buy_SRP,28.86792452830189,76500.0,40.583554376657816
52,3134100116,20140827T000000,470000.0,5,1.75,2030,12342,2.0,0,0,4,7,2030.0,0,1942,0,98052,47.6417,-122.109,2500,9433,555000.0,Buy,15.315315315315313,85000.0,18.085106382978733
53,3362400511,20150304T000000,570000.0,3,1.75,1260,3328,1.0,0,0,5,6,700.0,560,1905,0,98103,47.6823,-122.349,1380,3536,679250.0,Buy,16.083916083916083,109250.0,19.166666666666664
54,2525310310,20140916T000000,272500.0,3,1.75,1540,12600,1.0,0,0,4,7,1160.0,380,1980,0,98038,47.3624,-122.031,1540,11656,285500.0,Buy,4.553415061295974,13000.0,4.7706422018348515
55,6126500060,20141124T000000,329950.0,3,1.75,2080,5969,1.0,0,2,3,7,1080.0,1000,1971,0,98108,47.5474,-122.295,2090,5500,330000.0,Buy,0.015151515151512474,50.0,0.015153811183510335
56,4060000240,20140623T000000,205425.0,2,1.0,880,6780,1.0,0,0,4,6,880.0,0,1945,0,98178,47.5009,-122.248,1190,6780,306000.0,Buy_SRP,32.867647058823536,100575.0,48.95947426067908
57,3454800060,20150108T000000,171800.0,4,2.0,1570,9600,1.0,0,0,3,6,1570.0,0,1950,0,98168,47.4965,-122.303,1880,9000,237000.0,Buy_SRP,27.510548523206747,65200.0,37.9511059371362
58,1695900060,20150511T000000,535000.0,4,1.0,1610,2982,1.5,0,0,4,7,1610.0,0,1925,0,98144,47.587,-122.294,1610,4040,540000.0,Buy,0.92592592592593,5000.0,0.9345794392523255
59,6675500070,20141119T000000,391500.0,3,2.0,1450,9132,1.0,0,0,3,7,1450.0,0,1987,0,98034,47.7288,-122.226,1580,9104,440000.0,Buy,11.022727272727273,48500.0,12.388250319284811
60,3626039187,20150406T000000,395000.0,2,1.0,770,6000,1.0,0,0,3,6,770.0,0,1953,0,98117,47.6999,-122.364,1710,6000,514950.0,Buy,23.293523643072145,119950.0,30.367088607594937
61,8732020310,20140717T000000,260000.0,4,2.25,2160,8811,1.0,0,0,3,8,1360.0,800,1978,0,98023,47.3129,-122.39,2090,8400,278100.0,Buy,6.508450197770587,18100.0,6.9615384615384635
62,7853210060,20150406T000000,430000.0,4,2.5,2070,4310,2.0,0,0,3,7,2070.0,0,2004,0,98065,47.5319,-121.85,1970,3748,515000.0,Buy,16.504854368932044,85000.0,19.767441860465105
63,3668000070,20150105T000000,212000.0,3,1.75,1060,7875,1.0,0,0,4,7,1060.0,0,1986,0,98092,47.2761,-122.152,1420,7680,260000.0,Buy,18.461538461538463,48000.0,22.64150943396226
64,8929000270,20140512T000000,453246.0,3,2.5,2010,2287,2.0,0,0,3,8,1390.0,620,2014,0,98029,47.5517,-121.998,1690,1662,560000.0,Buy,19.06321428571428,106754.0,23.55321392797731
65,921049315,20140813T000000,199000.0,3,1.75,1320,17390,1.0,0,0,4,7,1320.0,0,1956,0,98003,47.3257,-122.296,1550,19265,264000.0,Buy,24.62121212121212,65000.0,32.66331658291457
66,3655000070,20140805T000000,220000.0,4,1.75,2020,7840,1.0,0,0,3,7,1010.0,1010,1968,0,98003,47.3309,-122.299,1750,8140,275900.0,Buy,20.260964117433854,55900.0,25.409090909090914
67,3992700335,20140707T000000,382500.0,2,1.0,1190,4440,1.0,0,0,3,6,1190.0,0,1981,0,98125,47.7135,-122.287,1060,5715,416000.0,Buy,8.052884615384615,33500.0,8.758169934640513
68,1777500060,20140708T000000,527700.0,5,2.5,2820,9375,1.0,0,0,4,8,1550.0,1270,1968,0,98006,47.5707,-122.128,2820,9375,626250.0,Buy,15.736526946107787,98550.0,18.675383740761788
69,1432900240,20150508T000000,205000.0,3,1.0,1610,8579,1.0,0,0,4,7,1010.0,600,1962,0,98058,47.4563,-122.171,1610,8579,324000.0,Buy_SRP,36.72839506172839,119000.0,58.04878048780488
70,6071600370,20150227T000000,500000.0,4,2.25,2030,8517,1.0,0,0,4,8,1380.0,650,1961,0,98006,47.5495,-122.174,2230,8824,626250.0,Buy,20.159680638722556,126250.0,25.249999999999993
71,3224079105,20140806T000000,430000.0,2,2.5,2420,60984,2.0,0,0,3,7,2420.0,0,2007,0,98027,47.5262,-121.943,1940,193842,580500.0,Buy,25.92592592592593,150500.0,35.00000000000001
72,1994200024,20141104T000000,511000.0,3,1.0,1430,3455,1.0,0,0,3,7,980.0,450,1947,0,98103,47.6873,-122.336,1450,4599,516750.0,Buy,1.1127237542331914,5750.0,1.1252446183952935
73,7920100045,20140516T000000,350000.0,1,1.0,700,5100,1.0,0,0,3,7,700.0,0,1942,0,98115,47.679,-122.3,1010,5100,523000.0,Buy_SRP,33.07839388145315,173000.0,49.42857142857142
74,8960000030,20140728T000000,215000.0,3,1.0,1180,7669,1.0,0,0,4,7,1180.0,0,1967,0,98058,47.4479,-122.176,1190,7669,324000.0,Buy_SRP,33.64197530864198,109000.0,50.69767441860464
75,8029200135,20141113T000000,247000.0,3,2.0,1270,7198,1.5,0,0,3,7,1270.0,0,1916,2013,98022,47.2086,-121.996,1160,7198,289500.0,Buy,14.680483592400694,42500.0,17.206477732793513
76,1081200350,20141003T000000,320000.0,4,1.75,1760,11180,1.0,0,0,4,8,1760.0,0,1968,0,98059,47.4715,-122.118,1730,11180,335000.0,Buy,4.477611940298509,15000.0,4.6875
77,84000105,20140507T000000,255000.0,5,2.25,2060,8632,1.0,0,0,3,7,1030.0,1030,1962,0,98146,47.4877,-122.335,1010,11680,271875.0,Buy,6.206896551724139,16875.0,6.617647058823528
78,3756500060,20150309T000000,438000.0,3,1.75,1780,9660,1.0,0,0,3,7,1780.0,0,1962,0,98034,47.7171,-122.193,1200,9660,440000.0,Buy,0.4545454545454519,2000.0,0.45662100456620447
79,2617300160,20140812T000000,420000.0,3,2.0,2020,38332,1.0,0,0,4,7,1010.0,1010,1975,0,98027,47.4582,-122.023,2110,36590,501387.5,Buy,16.2324549375483,81387.5,19.377976190476186
80,2558660270,20141208T000000,370000.0,3,1.75,1580,7000,1.0,0,0,3,7,1180.0,400,1976,0,98034,47.7209,-122.168,1640,7500,440000.0,Buy,15.909090909090907,70000.0,18.918918918918926
81,2009000370,20150219T000000,269950.0,2,1.75,1340,7250,1.0,0,0,5,5,700.0,640,1949,0,98198,47.408,-122.327,1830,9750,297916.0,Buy,9.38720981753246,27966.0,10.359696240044446
82,1755700060,20140611T000000,371500.0,3,2.0,1370,8336,1.0,0,0,5,7,1370.0,0,1964,0,98133,47.7458,-122.331,1770,7288,410000.0,Buy,9.390243902439021,38500.0,10.363391655450883
83,4330600435,20150316T000000,284000.0,3,1.75,1560,21000,1.0,0,0,3,7,1560.0,0,1954,0,98166,47.4776,-122.337,1070,7920,380000.0,Buy,25.263157894736842,96000.0,33.80281690140845
84,1999700045,20140502T000000,313000.0,3,1.5,1340,7912,1.5,0,0,3,7,1340.0,0,1955,0,98133,47.7658,-122.339,1480,7940,358000.0,Buy,12.569832402234638,45000.0,14.376996805111819
85,7234600798,20150210T000000,425000.0,3,2.5,1120,1100,2.0,0,0,3,8,820.0,300,2008,0,98122,47.6106,-122.31,1590,1795,526000.0,Buy,19.201520912547533,101000.0,23.76470588235293
86,3881900445,20140709T000000,399950.0,5,2.75,1970,5400,1.0,0,0,3,7,1320.0,650,1986,0,98144,47.5868,-122.308,1280,2150,402300.5,Buy,0.5842647473716767,2350.5,0.5876984623077952
87,2254502445,20140530T000000,385000.0,3,1.0,1220,4800,1.0,0,0,3,6,1220.0,0,1901,0,98122,47.6101,-122.307,1200,4800,526000.0,Buy,26.806083650190114,141000.0,36.62337662337662
88,5437810320,20141117T000000,269950.0,3,1.5,1950,7560,1.0,0,2,4,7,1320.0,630,1975,0,98022,47.1976,-121.999,1950,8941,282000.0,Buy,4.273049645390071,12050.0,4.463789590664935
89,9158100075,20150107T000000,330000.0,2,1.0,1350,8220,1.0,0,0,3,7,1060.0,290,1949,0,98177,47.7224,-122.358,1540,8280,509007.0,Buy_SRP,35.16788570687633,179007.0,54.244545454545445
90,3830630310,20140725T000000,260000.0,3,2.5,1670,5797,2.0,0,0,3,7,1670.0,0,1988,0,98030,47.3505,-122.179,1670,6183,298950.0,Buy,13.028934604448905,38950.0,14.98076923076923
91,6661200320,20140723T000000,163500.0,2,1.5,1050,3419,2.0,0,0,3,7,1050.0,0,1996,0,98038,47.3848,-122.039,1050,3417,350000.0,Buy_SRP,53.28571428571429,186500.0,114.06727828746179
92,1954440060,20140505T000000,560000.0,3,2.5,1900,8744,2.0,0,0,3,8,1900.0,0,1987,0,98074,47.62,-122.043,2030,8744,645000.0,Buy,13.178294573643413,85000.0,15.17857142857142
93,1115810060,20141205T000000,585188.0,3,2.25,2230,10026,1.0,0,0,3,8,1430.0,800,1975,0,98052,47.6647,-122.153,2230,9340,675000.0,Buy,13.305481481481484,89812.0,15.347546429523495
94,9477200200,20140818T000000,305000.0,3,1.75,1650,9480,1.0,0,0,3,7,1220.0,430,1977,0,98034,47.726,-122.191,1540,8400,440000.0,Buy_SRP,30.681818181818176,135000.0,44.26229508196722
95,1432600560,20141105T000000,166950.0,3,1.0,1190,8820,1.0,0,0,3,6,1190.0,0,1959,0,98058,47.4616,-122.184,1230,7980,348000.0,Buy_SRP,52.02586206896551,181050.0,108.44564240790655
96,2287000060,20140912T000000,799000.0,3,2.5,2140,9897,1.0,0,0,4,8,2140.0,0,1959,0,98040,47.5505,-122.219,2680,10083,857500.0,Buy,6.822157434402332,58500.0,7.321652065081352
97,3996900125,20141201T000000,230000.0,3,1.0,1060,10228,1.0,0,0,3,7,1060.0,0,1948,0,98155,47.7481,-122.3,1570,10228,375000.0,Buy_SRP,38.66666666666667,145000.0,63.043478260869556
98,7796450200,20140515T000000,256883.0,3,2.5,1690,5025,2.0,0,0,3,8,1690.0,0,2003,0,98023,47.2779,-122.347,2550,5001,278100.0,Buy,7.6292700467457735,21217.0,8.259402140273986
99,7549802535,20141111T000000,423000.0,4,2.0,1970,6480,1.5,0,0,5,7,1130.0,840,1920,0,98108,47.5511,-122.312,1500,6480,424000.0,Buy,0.2358490566037763,1000.0,0.23640661938533203
100,2824079053,20150113T000000,440000.0,3,2.5,1910,66211,2.0,0,0,3,7,1910.0,0,1997,0,98024,47.5385,-121.911,2330,67268,440000.0,Buy,0.0,0.0,0.0
101,3542300060,20150311T000000,210000.0,3,1.0,860,11725,1.0,0,0,4,6,860.0,0,1943,0,98056,47.5093,-122.184,1300,9514,315000.0,Buy_SRP,33.333333333333336,105000.0,50.0
102,2222059065,20141112T000000,297000.0,3,2.5,1940,14952,2.0,0,0,3,8,1940.0,0,1994,0,98042,47.3777,-122.165,2030,10450,309000.0,Buy,3.8834951456310662,12000.0,4.040404040404044
103,7551300060,20140716T000000,470000.0,3,1.0,1010,5000,1.0,0,0,3,7,1010.0,0,1952,0,98107,47.675,-122.394,1680,5000,517475.0,Buy,9.174356249094162,47475.0,10.101063829787238
104,100600550,20140804T000000,226500.0,3,1.5,1300,7370,1.0,0,0,4,7,900.0,400,1976,0,98023,47.3025,-122.37,1430,7500,258000.0,Buy,12.209302325581394,31500.0,13.907284768211925
105,3211100860,20150303T000000,274250.0,3,1.0,910,8450,1.0,0,0,4,6,910.0,0,1962,0,98059,47.4787,-122.158,1400,8040,335000.0,Buy,18.13432835820895,60750.0,22.15132178669097
106,3456000310,20140804T000000,840000.0,4,1.75,2480,11010,1.0,0,0,4,9,1630.0,850,1966,0,98040,47.5378,-122.219,2770,10744,857500.0,Buy,2.0408163265306145,17500.0,2.083333333333326
107,7465900060,20150205T000000,425000.0,3,1.0,1010,5864,1.0,0,0,3,7,1010.0,0,1915,0,98116,47.5733,-122.381,1290,5000,529500.0,Buy,19.73559962228517,104500.0,24.588235294117645
108,1222000055,20141123T000000,180250.0,2,0.75,900,9600,1.0,0,0,3,6,900.0,0,1941,0,98166,47.4604,-122.339,1250,14280,380000.0,Buy_SRP,52.56578947368421,199750.0,110.81830790568654
109,2310030510,20150422T000000,320000.0,4,2.25,1550,7579,2.0,0,0,3,8,1550.0,0,1993,0,98038,47.354,-122.047,1630,6397,350000.0,Buy,8.571428571428575,30000.0,9.375
110,8677300550,20140515T000000,592500.0,4,2.5,2240,12032,1.0,0,0,3,9,2240.0,0,1983,0,98074,47.6143,-122.017,2520,12368,645000.0,Buy,8.139534883720934,52500.0,8.860759493670889
111,7611200125,20141023T000000,467000.0,2,1.5,1320,10800,1.0,0,0,4,8,1320.0,0,1947,0,98177,47.7145,-122.367,2120,12040,510500.0,Buy,8.521057786483844,43500.0,9.314775160599575
112,5611500140,20140822T000000,686000.0,4,2.5,2760,6440,2.0,0,0,3,10,2760.0,0,1999,0,98075,47.5836,-122.026,3070,8127,731000.0,Buy,6.155950752393979,45000.0,6.559766763848396
113,705700390,20140903T000000,328000.0,3,2.25,2020,8379,2.0,0,0,3,7,2020.0,0,1994,0,98038,47.3828,-122.023,2020,8031,350000.0,Buy,6.285714285714283,22000.0,6.707317073170738
114,8682281200,20150309T000000,479950.0,2,2.0,1510,6516,1.0,0,0,3,8,1510.0,0,2005,0,98053,47.7076,-122.013,1640,6009,615000.0,Buy,21.959349593495936,135050.0,28.138347744556725
115,722059070,20150115T000000,235000.0,3,1.0,1430,15246,1.0,0,0,4,7,980.0,450,1961,0,98031,47.4075,-122.214,1960,13068,273148.0,Buy,13.96605503243663,38148.0,16.233191489361708
116,7202340400,20150303T000000,516500.0,3,2.5,1480,4729,2.0,0,0,3,7,1480.0,0,2004,0,98053,47.6794,-122.034,2250,4729,615000.0,Buy,16.016260162601625,98500.0,19.070667957405618
117,943100260,20141120T000000,213000.0,2,1.0,1000,10200,1.0,0,0,3,6,1000.0,0,1961,0,98024,47.5687,-121.899,1150,13702,440000.0,Buy_SRP,51.590909090909086,227000.0,106.57276995305165
118,7228500560,20150320T000000,410000.0,4,1.0,1970,4740,1.5,0,0,3,7,1670.0,300,1904,2005,98122,47.6136,-122.303,1510,4740,526000.0,Buy,22.0532319391635,116000.0,28.292682926829272
119,3584000310,20141208T000000,225000.0,3,1.75,1430,8505,1.0,0,0,4,7,1430.0,0,1968,0,98003,47.3173,-122.319,1190,8640,264000.0,Buy,14.77272727272727,39000.0,17.333333333333336
120,8150100045,20141001T000000,210000.0,2,1.0,830,6000,1.0,0,0,3,6,830.0,0,1940,0,98126,47.5308,-122.376,830,4960,378510.0,Buy_SRP,44.519299358009036,168510.0,80.24285714285715
121,9468200125,20140826T000000,480000.0,2,1.0,1030,3060,1.0,0,2,4,7,790.0,240,1918,0,98103,47.6779,-122.353,1390,3060,565000.0,Buy,15.04424778761062,85000.0,17.708333333333325
122,7899800890,20150226T000000,181000.0,2,1.5,720,5120,1.0,0,0,3,6,720.0,0,1954,0,98106,47.5218,-122.357,1150,2566,312000.0,Buy_SRP,41.98717948717948,131000.0,72.37569060773481
123,3797001895,20150422T000000,481000.0,3,1.75,1560,3000,1.0,0,0,4,6,770.0,790,1918,0,98103,47.6846,-122.345,1390,3000,565000.0,Buy,14.867256637168147,84000.0,17.463617463617464
124,1422300030,20150401T000000,415000.0,3,2.25,1510,36224,2.0,0,0,3,8,1510.0,0,1991,0,98045,47.4616,-121.711,1730,36224,437250.0,Buy,5.088622069754145,22250.0,5.361445783132535
125,1105000588,20150421T000000,349500.0,3,1.0,1400,3538,1.0,0,0,3,7,800.0,600,1953,0,98118,47.5405,-122.27,1620,6331,360250.0,Buy,2.9840388619014613,10750.0,3.0758226037195913
126,3830630060,20140929T000000,245000.0,3,2.5,1730,7442,2.0,0,0,3,7,1730.0,0,1987,0,98030,47.3507,-122.178,1630,6458,298950.0,Buy,18.046496069576857,53950.0,22.020408163265316
127,5101404898,20140519T000000,592500.0,2,2.0,1420,9191,1.5,0,2,5,7,1420.0,0,1928,0,98115,47.6979,-122.32,1420,6816,666250.0,Buy,11.06941838649156,73750.0,12.447257383966237
128,5127001620,20150211T000000,315000.0,3,1.75,1580,11455,1.0,0,0,4,7,1200.0,380,1974,0,98059,47.4756,-122.147,1550,10650,335000.0,Buy,5.970149253731338,20000.0,6.349206349206349
129,9407100800,20141124T000000,255000.0,3,1.0,1230,10170,1.0,0,0,3,7,1230.0,0,1979,0,98045,47.4437,-121.772,1380,10098,437250.0,Buy_SRP,41.68096054888508,182250.0,71.4705882352941
130,8644000060,20141024T000000,237000.0,3,1.75,1270,8470,1.0,0,0,4,7,1270.0,0,1960,0,98198,47.4207,-122.29,1600,8470,265000.0,Buy,10.566037735849054,28000.0,11.81434599156117
131,3325069129,20141216T000000,525000.0,3,2.25,2100,40510,2.0,0,0,3,10,1320.0,780,1979,0,98074,47.6154,-122.047,2380,33450,645000.0,Buy,18.6046511627907,120000.0,22.857142857142865
